Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Predicted LTV
CR83581,California,7712.057483,No,Basic,College,2/5/11,Disabled,M,27816,Suburban,Married,118,4,90,5,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small,8179.154725519991
MB15338,California,11472.23701,No,Basic,College,2/3/11,Employed,M,62134,Rural,Single,73,13,14,0,2,Personal Auto,Personal L2,Offer2,Web,25.333594,Two-Door Car,Medsize,11767.042642290013
YR10848,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,4118.588554000003
KA69047,California,3450.073829,No,Extended,Bachelor,2/2/11,Employed,M,68082,Rural,Single,88,24,53,0,1,Personal Auto,Personal L3,Offer2,Web,39.579516,Four-Door Car,Medsize,3450.26643145
XE72624,California,2536.885365,No,Basic,High School or Below,2/15/11,Employed,F,34653,Suburban,Married,64,18,72,0,1,Corporate Auto,Corporate L1,Offer4,Branch,307.2,Four-Door Car,Small,2535.367216319998
UN77671,California,7330.190221,No,Extended,College,1/23/11,Employed,F,26906,Rural,Married,92,17,12,0,3,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize,7338.3270179699975
RN72721,California,8886.296424,No,Basic,High School or Below,1/21/11,Disabled,F,20903,Suburban,Married,117,4,40,0,8,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize,8883.25388185001
LO94085,California,3193.156111,No,Extended,College,1/30/11,Employed,F,80580,Rural,Married,81,11,22,2,1,Personal Auto,Personal L1,Offer4,Web,41.694266,Two-Door Car,Medsize,3206.2960720899964
JR89623,California,2698.693364,No,Basic,High School or Below,2/21/11,Employed,F,76025,Rural,Married,67,29,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.021648,Four-Door Car,Medsize,2696.705722390003
VF65535,California,42937.34691,No,Extended,College,1/18/11,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize,35027.49226479997
CF95802,California,8151.719109,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,114,9,27,0,5,Personal Auto,Personal L2,Offer2,Branch,820.8,SUV,Small,8054.32576788001
XX88364,California,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Four-Door Car,Medsize,8784.938126380015
CK15380,California,2784.911238,No,Basic,High School or Below,2/12/11,Disabled,F,20814,Urban,Married,72,16,57,0,1,Personal Auto,Personal L2,Offer3,Call Center,288.594641,Four-Door Car,Medsize,2761.1869461600013
HS97983,California,30647.63125,No,Premium,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small,25886.24445054003
CC92362,California,8936.370357,No,Premium,Bachelor,1/6/11,Disabled,M,18141,Suburban,Married,116,2,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small,8867.515669370006
JW21133,California,6480.099944,No,Extended,Bachelor,2/10/11,Medical Leave,M,18820,Suburban,Married,95,3,51,4,8,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Small,6254.701028570008
YP72749,California,2449.789611,No,Basic,Bachelor,2/16/11,Employed,F,44662,Urban,Single,63,3,51,1,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize,2470.7517719199986
KW99972,California,10524.71154,No,Extended,High School or Below,1/9/11,Employed,F,40332,Urban,Married,132,10,59,2,5,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize,10440.842837460015
NW62233,California,5314.958536,No,Basic,Master,1/28/11,Employed,M,66467,Urban,Married,66,17,65,0,3,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize,5313.546786489996
HJ62427,California,3522.480373,No,Extended,College,1/2/11,Employed,F,90804,Rural,Married,87,1,95,0,1,Personal Auto,Personal L1,Offer1,Agent,169.386126,Four-Door Car,Medsize,3493.1175113600025
TA31436,California,8132.702789,No,Basic,Bachelor,1/9/11,Employed,F,36737,Suburban,Married,102,13,20,0,8,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large,8129.951991620001
ZK67670,California,31758.35391,No,Extended,Master,1/28/11,Employed,F,44207,Urban,Married,99,23,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,407.638917,Four-Door Car,Medsize,24885.218967440007
QK82654,California,19849.73509,No,Premium,College,1/15/11,Unemployed,M,0,Suburban,Single,286,3,3,0,9,Personal Auto,Personal L2,Offer1,Agent,2059.2,Luxury SUV,Small,20357.736005300023
GY43856,California,4349.30875,Yes,Basic,College,2/10/11,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large,4346.702217280008
BA87216,California,20878.41013,No,Extended,College,1/20/11,Employed,M,50555,Suburban,Divorced,88,9,45,0,2,Personal Auto,Personal L2,Offer4,Web,422.4,Four-Door Car,Large,13577.419273170004
OH83983,California,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Medsize,3527.3424426499973
ZU83252,California,8703.727127,No,Basic,Master,2/9/11,Employed,F,61897,Rural,Married,72,7,79,0,2,Personal Auto,Personal L3,Offer3,Web,3.406136,Four-Door Car,Medsize,9590.185356859996
DN92191,California,8383.677045,No,Basic,Master,2/8/11,Employed,M,68717,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small,10513.978990200008
XR74007,California,3540.206231,No,Extended,Bachelor,1/31/11,Employed,F,62863,Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,Medsize,3523.979256089999
GB32334,California,5379.482798,No,Basic,College,2/10/11,Employed,F,24702,Urban,Married,68,13,63,0,8,Personal Auto,Personal L3,Offer2,Web,214.91451,Four-Door Car,Large,5375.759079329997
QW59726,California,2944.780529,No,Basic,Master,1/12/11,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,2907.295453960001
XO43812,California,8028.179882,No,Basic,Master,2/22/11,Employed,M,56482,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Medsize,7927.377146269999
UI75273,California,7522.068229,No,Extended,High School or Below,1/27/11,Employed,F,47727,Suburban,Married,94,25,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize,7499.030916469999
MR76405,California,9470.063102,No,Extended,College,2/26/11,Employed,F,46530,Rural,Married,80,12,46,1,2,Corporate Auto,Corporate L2,Offer1,Agent,118.556928,Four-Door Car,Medsize,10503.464321280013
VF65251,California,6674.177684,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,189,23,14,0,1,Personal Auto,Personal L2,Offer4,Branch,1737.320276,Luxury SUV,Large,6597.381530759999
GH31245,California,12694.88894,No,Basic,High School or Below,1/24/11,Employed,F,73274,Urban,Married,105,6,90,0,2,Corporate Auto,Corporate L3,Offer3,Branch,284.211516,SUV,Medsize,15407.612664299984
UW20734,California,3590.693623,No,Extended,College,1/9/11,Employed,F,82918,Rural,Married,89,28,50,0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small,3564.183246500002
KK61203,California,3934.099422,No,Premium,High School or Below,2/14/11,Medical Leave,M,20920,Suburban,Married,103,25,88,0,1,Personal Auto,Personal L2,Offer1,Web,494.4,Four-Door Car,Medsize,3910.2187032699985
UQ54273,California,11790.49617,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,11708.893633360018
PV48046,California,5267.760257,No,Extended,Master,2/19/11,Employed,M,39722,Suburban,Divorced,133,9,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,638.4,SUV,Large,5239.503013249995
QW21219,California,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,16243.518709099992
PR80703,California,5745.95924,No,Basic,Bachelor,2/9/11,Employed,F,51335,Rural,Married,71,17,88,0,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize,5724.0700626
OI44122,California,8845.185533,No,Basic,Bachelor,2/14/11,Employed,M,45600,Suburban,Married,113,6,96,0,3,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize,8896.088404510007
YM44855,California,6570.970605,No,Premium,Master,2/14/11,Employed,F,52951,Rural,Single,167,3,43,1,1,Personal Auto,Personal L1,Offer1,Branch,289.77269,SUV,Small,6574.539449090004
CS35098,California,10212.01913,No,Extended,College,1/11/11,Employed,M,93920,Urban,Married,84,20,13,0,2,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize,13159.474729579999
VV57998,California,2556.674379,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,71,17,22,0,1,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Medsize,2522.5040160400017
ZC17826,California,15552.39651,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,64,2,99,0,2,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,14661.10033934002
WD85096,California,4904.462754,No,Basic,Master,1/21/11,Disabled,F,27593,Urban,Married,63,31,78,0,6,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,Medsize,4793.704298810002
LZ57827,California,13931.35067,No,Basic,Bachelor,1/12/11,Employed,M,37695,Urban,Married,118,11,62,0,2,Personal Auto,Personal L2,Offer1,Branch,352.311743,SUV,Medsize,15417.559838500007
CV70978,California,7756.437921,No,Basic,Bachelor,2/1/11,Employed,M,97592,Suburban,Divorced,65,10,7,0,2,Personal Auto,Personal L2,Offer4,Agent,312.0,Four-Door Car,Medsize,8830.044910529987
GQ42004,California,11232.9821,No,Basic,College,2/2/11,Unemployed,M,0,Suburban,Married,74,12,68,0,2,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small,13236.815975290008
AV93209,California,12487.58095,No,Premium,High School or Below,1/11/11,Employed,F,31283,Suburban,Married,104,18,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,16103.149853550003
BV27017,California,17602.51146,No,Premium,College,2/6/11,Unemployed,F,0,Suburban,Divorced,161,1,68,1,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,Medsize,26830.320851000004
VU71619,California,13277.08425,No,Basic,Bachelor,1/10/11,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,15122.344118300001
FM12425,California,19337.90103,No,Extended,College,2/8/11,Employed,M,26488,Suburban,Divorced,247,21,39,0,7,Personal Auto,Personal L2,Offer1,Web,1321.584957,Luxury SUV,Medsize,19391.155526600003
DY27031,California,4448.564599,No,Basic,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,70,27,24,3,3,Personal Auto,Personal L1,Offer1,Agent,432.835989,Four-Door Car,Large,4478.235183079996
UE75424,California,10732.50747,No,Extended,Doctor,2/22/11,Employed,M,75728,Rural,Married,133,24,68,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,44.159065,SUV,Medsize,10730.075388999989
MU67498,California,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L2,Offer2,Agent,316.8,Four-Door Car,Medsize,7409.431572039999
IX32007,California,2864.820306,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,109,2,8,4,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small,3603.3340387500007
DF86803,California,5308.434428,No,Basic,High School or Below,2/14/11,Unemployed,M,0,Suburban,Single,73,9,43,0,3,Corporate Auto,Corporate L3,Offer1,Agent,525.6,Four-Door Car,Medsize,5252.275044770004
JS10224,California,18321.24471,No,Basic,College,2/16/11,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize,16029.238865090001
HA93483,California,4319.145955,No,Basic,Bachelor,2/12/11,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small,4261.550403310006
WW80551,California,6556.099198,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,63,6,58,0,2,Personal Auto,Personal L3,Offer1,Branch,453.6,Four-Door Car,Small,7494.358118240003
WI89701,California,5705.899103,No,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,74,2,34,0,9,Personal Auto,Personal L3,Offer1,Branch,432.4081,Two-Door Car,Medsize,5587.89300911
JQ81164,California,6656.15047,No,Extended,College,1/28/11,Disabled,F,26628,Suburban,Married,85,15,28,0,6,Corporate Auto,Corporate L1,Offer1,Agent,408.0,Two-Door Car,Large,6612.239416069999
KA25468,California,4905.321482,No,Basic,Master,2/3/11,Employed,M,46177,Suburban,Married,61,8,32,0,8,Personal Auto,Personal L3,Offer1,Web,379.075927,Four-Door Car,Small,4886.18394358
IW31117,California,5620.587184,No,Basic,Doctor,2/16/11,Employed,M,21142,Rural,Single,71,16,79,0,4,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large,5446.311984900002
MI91352,California,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,8635.16330740999
CP93345,California,2857.992725,No,Basic,Bachelor,2/15/11,Employed,F,85300,Urban,Divorced,73,8,39,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,319.867735,Four-Door Car,Large,2864.611955999999
CZ20440,California,4291.056403,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,62,1,2,1,7,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large,4251.796725410004
KZ35883,California,33288.16185,No,Premium,College,2/3/11,Employed,F,91541,Rural,Married,118,23,3,0,2,Personal Auto,Personal L2,Offer2,Branch,51.549119,Four-Door Car,Medsize,28452.659435499987
SJ30138,California,4145.0234,No,Basic,High School or Below,1/2/11,Unemployed,M,0,Suburban,Divorced,118,12,88,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Medsize,4173.584810920002
AO77635,California,4005.720666,No,Basic,College,1/2/11,Employed,F,28987,Rural,Married,102,8,98,0,1,Personal Auto,Personal L2,Offer3,Branch,245.693546,SUV,Medsize,4018.660050469996
PJ36160,California,16272.74322,No,Basic,Bachelor,2/9/11,Employed,M,83589,Urban,Single,103,27,65,0,2,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small,16313.089993100004
XT41916,California,5143.865361,No,Basic,High School or Below,2/11/11,Unemployed,F,0,Suburban,Single,72,9,84,0,3,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize,5069.303616850002
EA61783,California,26232.85024,No,Basic,Bachelor,1/15/11,Employed,F,35868,Suburban,Single,110,20,51,0,2,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,23533.736090300026
IS12075,California,5100.088201,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,71,9,2,1,7,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small,5035.232030180005
QV14053,California,2708.019336,No,Basic,High School or Below,1/5/11,Employed,M,53807,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medsize,2692.860293929999
ZZ68210,California,30745.96199,No,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,110,27,89,0,2,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize,23813.024496900012
BT57285,California,4563.872603,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,124,32,39,0,1,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize,4551.876082070006
UF88512,California,7442.570447,No,Extended,Bachelor,1/17/11,Employed,M,57517,Suburban,Single,96,14,61,0,8,Corporate Auto,Corporate L3,Offer2,Web,460.8,Four-Door Car,Medsize,7496.079107469991
RI76399,California,17636.42483,No,Basic,High School or Below,2/26/11,Employed,F,37109,Suburban,Married,63,7,70,0,2,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize,14313.590128549993
OY95386,California,8418.573784,No,Basic,Bachelor,2/5/11,Unemployed,F,0,Suburban,Married,115,21,62,0,9,Personal Auto,Personal L2,Offer3,Branch,552.0,SUV,Medsize,8429.963492720008
BJ58596,California,2486.428407,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,72,22,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large,2495.3891328
HV75193,California,2866.595388,No,Basic,Master,2/7/11,Disabled,F,26924,Urban,Married,73,12,80,0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize,2821.1564523199977
LI81655,California,6638.122296,No,Premium,Master,2/26/11,Employed,M,21586,Suburban,Married,167,31,44,1,1,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize,6609.520159520004
XP61922,California,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize,2530.705137000005
JA12512,California,5556.282281,No,Basic,Bachelor,2/16/11,Employed,F,97424,Urban,Married,68,25,13,0,5,Personal Auto,Personal L3,Offer1,Agent,230.436256,Two-Door Car,Medsize,5523.4916007599995
FP20500,California,6264.6336,No,Extended,Bachelor,2/18/11,Unemployed,M,0,Suburban,Single,89,5,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,850.175941,Two-Door Car,Medsize,6245.615274619996
MS88882,California,5639.402141,No,Extended,College,1/11/11,Disabled,M,24636,Suburban,Single,77,5,72,0,6,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medsize,5751.97440748001
QH52104,California,3903.383926,No,Premium,Master,1/18/11,Unemployed,M,0,Suburban,Single,104,25,87,0,1,Personal Auto,Personal L2,Offer1,Call Center,499.2,Four-Door Car,Medsize,3763.0575352399983
BM92346,California,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,3914.666011260005
NS23754,California,2566.782278,No,Basic,High School or Below,2/9/11,Employed,F,21375,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312.0,Four-Door Car,Large,2557.391789679999
ZG54759,California,2837.007353,No,Basic,College,1/17/11,Employed,F,41408,Urban,Divorced,73,4,89,1,1,Corporate Auto,Corporate L2,Offer1,Branch,268.710908,Four-Door Car,Medsize,2888.5602909100003
LI31082,California,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize,13177.58724739999
UY51200,California,8888.886826,No,Basic,College,1/9/11,Employed,M,77104,Urban,Married,112,21,65,1,6,Corporate Auto,Corporate L3,Offer1,Agent,436.494292,SUV,Medsize,8905.127868109987
UV44323,California,4903.131185,No,Extended,College,1/6/11,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large,4880.187439460003
TO55166,California,2600.002868,No,Basic,Bachelor,1/12/11,Employed,M,72766,Rural,Married,65,23,93,0,1,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize,2596.947651660001
TZ28073,California,4341.363555,No,Basic,Bachelor,1/10/11,Employed,M,23352,Suburban,Married,112,0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize,4361.129664179995
UF31027,California,4298.664542,No,Basic,College,1/28/11,Employed,F,76778,Urban,Married,107,31,46,1,1,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small,4302.349514399996
UV48386,California,2698.048753,No,Basic,Master,1/25/11,Employed,M,40154,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize,2679.3321527600037
HO74982,California,5382.761801,No,Basic,Bachelor,1/24/11,Employed,F,74888,Suburban,Married,68,19,36,3,7,Personal Auto,Personal L3,Offer3,Call Center,335.936021,Two-Door Car,Small,5371.149668469991
BD12981,California,5732.686642,No,Basic,College,1/30/11,Employed,F,39337,Urban,Single,74,29,1,1,9,Personal Auto,Personal L2,Offer1,Agent,277.225868,Four-Door Car,Medsize,5754.412269769993
JC18314,California,7089.046071,No,Extended,Bachelor,1/10/11,Employed,M,28121,Suburban,Divorced,90,16,0,0,4,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Medsize,7105.956759430006
BP90016,California,8302.321168,No,Basic,Master,2/27/11,Employed,M,78032,Urban,Married,103,8,49,0,3,Corporate Auto,Corporate L3,Offer3,Agent,323.607074,SUV,Small,8286.018730939999
PS23376,California,5671.09467,No,Basic,High School or Below,2/26/11,Employed,F,69668,Rural,Married,70,34,33,0,4,Corporate Auto,Corporate L2,Offer1,Branch,64.855035,Two-Door Car,Large,5666.038921560006
LX30483,California,3371.528475,No,Basic,College,2/1/11,Unemployed,F,0,Suburban,Single,102,2,36,3,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Medsize,3315.716668269999
FQ93665,California,18939.50603,No,Basic,High School or Below,1/20/11,Employed,F,21911,Suburban,Married,67,16,34,0,2,Corporate Auto,Corporate L3,Offer2,Agent,705.42264,Four-Door Car,Small,15053.186223590012
LG73224,California,2670.63599,No,Basic,High School or Below,1/20/11,Employed,M,52572,Suburban,Single,68,16,73,0,1,Personal Auto,Personal L2,Offer4,Web,379.281455,Four-Door Car,Medsize,2670.3129140499977
WJ92113,California,14031.70468,No,Premium,Bachelor,2/24/11,Employed,F,91061,Suburban,Married,116,22,95,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize,17392.318360899986
ZT26848,California,8314.306568,No,Basic,High School or Below,1/19/11,Employed,M,40447,Urban,Married,105,1,79,0,6,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize,8333.219597189998
SO42230,California,7126.263963,No,Extended,Master,2/17/11,Medical Leave,F,22490,Rural,Married,90,8,96,0,8,Personal Auto,Personal L3,Offer1,Agent,88.765534,Two-Door Car,Large,7015.99802823
VB65967,California,27430.14468,No,Extended,Bachelor,1/18/11,Employed,M,49331,Urban,Married,138,3,58,0,2,Personal Auto,Personal L2,Offer1,Branch,386.258495,SUV,Medsize,23348.993490200006
ED82243,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,7345.922279740003
AU62013,California,24826.89127,No,Basic,Doctor,2/25/11,Employed,F,67572,Urban,Married,102,7,55,0,2,Personal Auto,Personal L1,Offer1,Branch,296.209127,Sports Car,Small,18690.347466299998
TT68630,California,3351.213465,No,Extended,Bachelor,1/27/11,Employed,F,90213,Suburban,Married,83,3,12,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.4,Two-Door Car,Medsize,3329.864159399997
RV82726,California,4437.842056,No,Premium,High School or Below,2/4/11,Employed,M,22768,Suburban,Married,112,16,69,0,1,Personal Auto,Personal L3,Offer4,Branch,537.6,Four-Door Car,Medsize,4420.8828080300045
VC11777,California,5187.653993,No,Basic,High School or Below,2/23/11,Employed,F,80521,Suburban,Single,65,20,43,2,9,Personal Auto,Personal L1,Offer1,Branch,342.913243,Four-Door Car,Small,5108.212655740003
HZ68892,California,4584.137063,No,Basic,College,1/16/11,Employed,M,85245,Suburban,Married,115,6,96,0,1,Personal Auto,Personal L2,Offer2,Call Center,556.568103,Sports Car,Large,4596.05097755
RY44243,California,5945.616886,No,Basic,College,1/17/11,Employed,F,65602,Rural,Married,73,11,14,0,3,Personal Auto,Personal L2,Offer3,Agent,61.570877,Four-Door Car,Medsize,5924.2618415699935
DR77989,California,4785.909313,No,Basic,College,1/25/11,Unemployed,M,0,Urban,Divorced,68,16,12,0,7,Personal Auto,Personal L1,Offer1,Call Center,199.23876,Four-Door Car,Medsize,4803.895568649996
PU25344,California,7275.894536,No,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,106,24,77,0,6,Personal Auto,Personal L2,Offer1,Call Center,1247.79856,SUV,Large,7327.05616202999
NC80854,California,4940.940943,No,Basic,College,1/9/11,Unemployed,F,0,Suburban,Single,71,22,57,0,9,Personal Auto,Personal L2,Offer3,Agent,511.750971,Four-Door Car,Medsize,4908.8194077600065
PG90331,California,18635.90451,No,Basic,College,2/14/11,Disabled,M,11656,Suburban,Married,70,19,8,0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,16419.631358600014
TI14001,California,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Corporate Auto,Corporate L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,7614.182727099998
FP51143,California,2130.35457,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,62,16,79,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.4,Two-Door Car,Medsize,2153.0901436599984
LK19630,California,2907.43603,No,Basic,High School or Below,1/30/11,Employed,F,52216,Suburban,Married,72,8,55,1,1,Personal Auto,Personal L2,Offer1,Web,362.026936,Four-Door Car,Medsize,2897.899423440001
JK16503,California,4916.405552,No,Basic,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,67,17,21,0,4,Personal Auto,Personal L1,Offer1,Branch,321.6,Two-Door Car,Medsize,4900.6363335099995
WG29557,California,5067.514799,No,Basic,Master,2/7/11,Employed,M,74919,Urban,Married,63,10,31,0,9,Personal Auto,Personal L2,Offer2,Branch,206.24435,Four-Door Car,Medsize,5025.522099060003
EQ96084,California,7822.304151,No,Extended,Bachelor,1/15/11,Employed,F,33963,Rural,Divorced,99,10,3,0,4,Corporate Auto,Corporate L3,Offer4,Web,222.626234,Four-Door Car,Medsize,7801.783983929994
WH28633,California,2897.278535,No,Basic,College,1/25/11,Employed,M,75041,Rural,Single,74,30,42,0,1,Personal Auto,Personal L2,Offer3,Agent,56.05058,Four-Door Car,Medsize,2941.9077103899995
KN50049,California,18882.63699,No,Premium,College,2/12/11,Medical Leave,M,24054,Suburban,Single,176,14,61,0,2,Personal Auto,Personal L1,Offer1,Branch,1133.801271,SUV,Medsize,21632.613841600007
RN48574,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Medsize,6266.331674119993
